"SCCS ID","SOCIETY NAME","OWC","EA-SUB-PER","EA-GA","EA-HU","EA-FI","EA-AH","EA-AG","subsistence_domain","CAL1","CAL1A_scale_of_sub","CAL1B_frequency","CAL1C_gender","practiced","cooperation_present","EA_dependence"
36,"Somali","MO04","0,0,0,9,1",0,0,0,9,1,"FI",NA,NA,NA,NA,0,NA,0
36,"Somali","MO04","0,0,0,9,1",0,0,0,9,1,"AH",1,3,NA,5,1,1,9
36,"Somali","MO04","0,0,0,9,1",0,0,0,9,1,"AG",1,NA,NA,NA,1,1,1
37,"Amhara","MP05","0,0,1,3,6",0,0,1,3,6,"GA",NA,NA,NA,NA,0,NA,0
37,"Amhara","MP05","0,0,1,3,6",0,0,1,3,6,"HU",NA,NA,NA,NA,0,NA,0
37,"Amhara","MP05","0,0,1,3,6",0,0,1,3,6,"FI",NA,NA,NA,NA,NA,NA,1
37,"Amhara","MP05","0,0,1,3,6",0,0,1,3,6,"AH",2,3,4,NA,1,1,3
37,"Amhara","MP05","0,0,1,3,6",0,0,1,3,6,"AG",1,1.5,1,5,1,1,6
35,"Konso","MP17","0,0,0,4,6",0,0,0,4,6,"GA",NA,NA,NA,NA,0,NA,0
35,"Konso","MP17","0,0,0,4,6",0,0,0,4,6,"HU",NA,NA,NA,NA,NA,NA,0
35,"Konso","MP17","0,0,0,4,6",0,0,0,4,6,"FI",NA,NA,NA,NA,0,NA,0
35,"Konso","MP17","0,0,0,4,6",0,0,0,4,6,"AH",NA,NA,NA,NA,NA,NA,4
35,"Konso","MP17","0,0,0,4,6",0,0,0,4,6,"AG",2,3,NA,3,1,1,6
29,"Fur","MQ08","0,0,1,3,6",0,0,1,3,6,"GA",NA,NA,NA,NA,NA,NA,0
29,"Fur","MQ08","0,0,1,3,6",0,0,1,3,6,"HU",NA,NA,NA,NA,0,NA,0
29,"Fur","MQ08","0,0,1,3,6",0,0,1,3,6,"FI",NA,NA,NA,NA,NA,NA,1
29,"Fur","MQ08","0,0,1,3,6",0,0,1,3,6,"AH",1,2.5,4,4,1,1,3
29,"Fur","MQ08","0,0,1,3,6",0,0,1,3,6,"AG",0,0,0,NA,1,0,6
39,"Barabra","MR08","0,0,1,3,6",0,0,1,3,6,"GA",NA,NA,NA,NA,0,NA,0
39,"Barabra","MR08","0,0,1,3,6",0,0,1,3,6,"HU",NA,NA,NA,NA,0,NA,0
39,"Barabra","MR08","0,0,1,3,6",0,0,1,3,6,"FI",1,1,NA,NA,1,1,1
39,"Barabra","MR08","0,0,1,3,6",0,0,1,3,6,"AH",2,1,4,5,1,1,3
39,"Barabra","MR08","0,0,1,3,6",0,0,1,3,6,"AG",2,1,NA,NA,1,1,6
43,"Fellahin","MR13","0,0,1,3,6",0,0,1,3,6,"GA",NA,NA,NA,NA,0,NA,0
43,"Fellahin","MR13","0,0,1,3,6",0,0,1,3,6,"HU",NA,NA,NA,NA,0,NA,0
43,"Fellahin","MR13","0,0,1,3,6",0,0,1,3,6,"FI",NA,NA,NA,NA,NA,NA,1
43,"Fellahin","MR13","0,0,1,3,6",0,0,1,3,6,"AH",1,1.5,NA,5,1,1,3
43,"Fellahin","MR13","0,0,1,3,6",0,0,1,3,6,"AG",1,2.5,NA,5,1,1,6
25,"Fulani","MS11","0,0,0,9,1",0,0,0,9,1,"GA",NA,NA,NA,NA,NA,NA,0
25,"Fulani","MS11","0,0,0,9,1",0,0,0,9,1,"HU",NA,NA,NA,NA,NA,NA,0
25,"Fulani","MS11","0,0,0,9,1",0,0,0,9,1,"FI",NA,NA,NA,NA,NA,NA,0
25,"Fulani","MS11","0,0,0,9,1",0,0,0,9,1,"AH",1,1,1,3,1,1,9
25,"Fulani","MS11","0,0,0,9,1",0,0,0,9,1,"AG",NA,NA,NA,NA,NA,NA,1
26,"Hausa","MS12","1,0,0,3,6",1,0,0,3,6,"GA",NA,NA,NA,NA,NA,NA,1
26,"Hausa","MS12","1,0,0,3,6",1,0,0,3,6,"HU",0,0,0,NA,1,0,0
26,"Hausa","MS12","1,0,0,3,6",1,0,0,3,6,"FI",0,0,0,NA,1,0,0
26,"Hausa","MS12","1,0,0,3,6",1,0,0,3,6,"AH",1,1,3,5,1,1,3
26,"Hausa","MS12","1,0,0,3,6",1,0,0,3,6,"AG",1,1,3,5,1,1,6
NA,"Kanuri","MS14","1,0,1,2,6",1,0,1,2,6,"GA",NA,NA,NA,NA,NA,NA,1
NA,"Kanuri","MS14","1,0,1,2,6",1,0,1,2,6,"HU",NA,NA,NA,NA,0,NA,0
NA,"Kanuri","MS14","1,0,1,2,6",1,0,1,2,6,"FI",NA,NA,NA,NA,NA,NA,1
NA,"Kanuri","MS14","1,0,1,2,6",1,0,1,2,6,"AH",0,0,0,NA,1,0,2
NA,"Kanuri","MS14","1,0,1,2,6",1,0,1,2,6,"AG",1,1.5,3,5,1,1,6
24,"Songhai","MS20","0,0,2,3,5",0,0,2,3,5,"GA",NA,NA,NA,NA,NA,NA,0
24,"Songhai","MS20","0,0,2,3,5",0,0,2,3,5,"HU",0,0,0,NA,1,0,0
24,"Songhai","MS20","0,0,2,3,5",0,0,2,3,5,"FI",0,0,0,NA,1,0,2
24,"Songhai","MS20","0,0,2,3,5",0,0,2,3,5,"AH",1,2,4,NA,1,1,3
24,"Songhai","MS20","0,0,2,3,5",0,0,2,3,5,"AG",2,3,2,5,1,1,5
40,"Teda","MS22","2,0,0,3,5",2,0,0,3,5,"GA",0,0,0,NA,1,0,2
40,"Teda","MS22","2,0,0,3,5",2,0,0,3,5,"HU",NA,NA,NA,NA,0,NA,0
40,"Teda","MS22","2,0,0,3,5",2,0,0,3,5,"FI",NA,NA,NA,NA,0,NA,0
40,"Teda","MS22","2,0,0,3,5",2,0,0,3,5,"AH",0,0,0,NA,1,0,3
40,"Teda","MS22","2,0,0,3,5",2,0,0,3,5,"AG",0,0,0,NA,1,0,5
21,"Wolof","MS30","0,0,1,3,6",0,0,1,3,6,"GA",NA,NA,NA,NA,NA,NA,0
21,"Wolof","MS30","0,0,1,3,6",0,0,1,3,6,"HU",NA,NA,NA,NA,NA,NA,0
21,"Wolof","MS30","0,0,1,3,6",0,0,1,3,6,"FI",NA,NA,NA,NA,NA,NA,1
21,"Wolof","MS30","0,0,1,3,6",0,0,1,3,6,"AH",NA,NA,NA,NA,NA,NA,3
21,"Wolof","MS30","0,0,1,3,6",0,0,1,3,6,"AG",2,3,4,4,1,1,6
NA,"Libyan Bedouin","MT09","0,0,0,6,4",0,0,0,6,4,"GA",NA,NA,NA,NA,NA,NA,0
NA,"Libyan Bedouin","MT09","0,0,0,6,4",0,0,0,6,4,"HU",NA,NA,NA,NA,NA,NA,0
NA,"Libyan Bedouin","MT09","0,0,0,6,4",0,0,0,6,4,"FI",NA,NA,NA,NA,NA,NA,0
NA,"Libyan Bedouin","MT09","0,0,0,6,4",0,0,0,6,4,"AH",0,0,0,NA,1,0,6
NA,"Libyan Bedouin","MT09","0,0,0,6,4",0,0,0,6,4,"AG",1,3,2,NA,1,1,4
NA,"Shluh","MW11","1,0,0,3,6",1,0,0,3,6,"GA",NA,NA,NA,NA,NA,NA,1
NA,"Shluh","MW11","1,0,0,3,6",1,0,0,3,6,"HU",NA,NA,NA,NA,0,NA,0
NA,"Shluh","MW11","1,0,0,3,6",1,0,0,3,6,"FI",NA,NA,NA,NA,0,NA,0
NA,"Shluh","MW11","1,0,0,3,6",1,0,0,3,6,"AH",NA,NA,NA,NA,NA,NA,3
NA,"Shluh","MW11","1,0,0,3,6",1,0,0,3,6,"AG",1,NA,NA,NA,1,1,6
42,"Berbers of Morocco","MX03","0,1,1,3,5",0,1,1,3,5,"GA",NA,NA,NA,NA,0,NA,0
42,"Berbers of Morocco","MX03","0,1,1,3,5",0,1,1,3,5,"HU",NA,NA,NA,NA,NA,NA,1
42,"Berbers of Morocco","MX03","0,1,1,3,5",0,1,1,3,5,"FI",NA,NA,NA,NA,NA,NA,1
42,"Berbers of Morocco","MX03","0,1,1,3,5",0,1,1,3,5,"AH",2,2.5,NA,5,1,1,3
42,"Berbers of Morocco","MX03","0,1,1,3,5",0,1,1,3,5,"AG",2,2.5,NA,5,1,1,5
130,"Eyak","NA07","2,3,5,0,0",2,3,5,0,0,"GA",NA,NA,NA,NA,NA,NA,2
130,"Eyak","NA07","2,3,5,0,0",2,3,5,0,0,"HU",2,3,3,3,1,1,3
130,"Eyak","NA07","2,3,5,0,0",2,3,5,0,0,"FI",2,1,NA,5,1,1,5
130,"Eyak","NA07","2,3,5,0,0",2,3,5,0,0,"AH",NA,NA,NA,NA,0,NA,0
130,"Eyak","NA07","2,3,5,0,0",2,3,5,0,0,"AG",NA,NA,NA,NA,0,NA,0
NA,"Tlingit","NA12","1,3,6,0,0",1,3,6,0,0,"GA",NA,NA,NA,NA,NA,NA,1
NA,"Tlingit","NA12","1,3,6,0,0",1,3,6,0,0,"HU",2,3,2,3,1,1,3
NA,"Tlingit","NA12","1,3,6,0,0",1,3,6,0,0,"FI",NA,NA,NA,NA,NA,NA,6
NA,"Tlingit","NA12","1,3,6,0,0",1,3,6,0,0,"AH",NA,NA,NA,NA,0,NA,0
NA,"Tlingit","NA12","1,3,6,0,0",1,3,6,0,0,"AG",NA,NA,NA,NA,0,NA,0
124,"Copper Inuit","ND08","0,4,6,0,0",0,4,6,0,0,"GA",NA,NA,NA,NA,0,NA,0
124,"Copper Inuit","ND08","0,4,6,0,0",0,4,6,0,0,"HU",1,2,3,5,1,1,4
124,"Copper Inuit","ND08","0,4,6,0,0",0,4,6,0,0,"FI",NA,NA,NA,NA,NA,NA,6
124,"Copper Inuit","ND08","0,4,6,0,0",0,4,6,0,0,"AH",NA,NA,NA,NA,0,NA,0
124,"Copper Inuit","ND08","0,4,6,0,0",0,4,6,0,0,"AG",NA,NA,NA,NA,0,NA,0
132,"Nuxalk","NE06","2,2,6,0,0",2,2,6,0,0,"GA",NA,NA,NA,NA,NA,NA,2
132,"Nuxalk","NE06","2,2,6,0,0",2,2,6,0,0,"HU",NA,NA,NA,NA,NA,NA,2
132,"Nuxalk","NE06","2,2,6,0,0",2,2,6,0,0,"FI",2,1,2,5,1,1,6
132,"Nuxalk","NE06","2,2,6,0,0",2,2,6,0,0,"AH",NA,NA,NA,NA,0,NA,0
132,"Nuxalk","NE06","2,2,6,0,0",2,2,6,0,0,"AG",NA,NA,NA,NA,0,NA,0
131,"Haida","NE09","2,2,6,0,0",2,2,6,0,0,"GA",NA,NA,NA,NA,NA,NA,2
131,"Haida","NE09","2,2,6,0,0",2,2,6,0,0,"HU",2,2,NA,5,1,1,2
131,"Haida","NE09","2,2,6,0,0",2,2,6,0,0,"FI",NA,NA,NA,NA,NA,NA,6
131,"Haida","NE09","2,2,6,0,0",2,2,6,0,0,"AH",NA,NA,NA,NA,0,NA,0
131,"Haida","NE09","2,2,6,0,0",2,2,6,0,0,"AG",NA,NA,NA,NA,0,NA,0
NA,"Blackfoot","NF06","2,8,0,0,0",2,8,0,0,0,"GA",NA,NA,NA,NA,NA,NA,2
NA,"Blackfoot","NF06","2,8,0,0,0",2,8,0,0,0,"HU",2,2,2,4,1,1,8
NA,"Blackfoot","NF06","2,8,0,0,0",2,8,0,0,0,"FI",NA,NA,NA,NA,0,NA,0
NA,"Blackfoot","NF06","2,8,0,0,0",2,8,0,0,0,"AH",NA,NA,NA,NA,0,NA,0
NA,"Blackfoot","NF06","2,8,0,0,0",2,8,0,0,0,"AG",NA,NA,NA,NA,0,NA,0
144,"Huron/Wendat","NG05","1,1,3,0,5",1,1,3,0,5,"GA",NA,NA,NA,NA,NA,NA,1
144,"Huron/Wendat","NG05","1,1,3,0,5",1,1,3,0,5,"HU",2,2.5,2,4,1,1,1
144,"Huron/Wendat","NG05","1,1,3,0,5",1,1,3,0,5,"FI",2,2,NA,NA,1,1,3
144,"Huron/Wendat","NG05","1,1,3,0,5",1,1,3,0,5,"AH",NA,NA,NA,NA,0,NA,0
144,"Huron/Wendat","NG05","1,1,3,0,5",1,1,3,0,5,"AG",1,2,2,3,1,1,5
127,"Ojibwa","NG06","2,4,4,0,0",2,4,4,0,0,"GA",NA,NA,NA,NA,NA,NA,2
127,"Ojibwa","NG06","2,4,4,0,0",2,4,4,0,0,"HU",1,1.5,2,5,1,1,4
127,"Ojibwa","NG06","2,4,4,0,0",2,4,4,0,0,"FI",NA,NA,NA,NA,NA,NA,4
127,"Ojibwa","NG06","2,4,4,0,0",2,4,4,0,0,"AH",NA,NA,NA,NA,0,NA,0
127,"Ojibwa","NG06","2,4,4,0,0",2,4,4,0,0,"AG",NA,NA,NA,NA,0,NA,0
NA,"Iroquois","NM09","1,3,2,0,4",1,3,2,0,4,"GA",NA,NA,NA,NA,NA,NA,1
NA,"Iroquois","NM09","1,3,2,0,4",1,3,2,0,4,"HU",1,2,2,5,1,1,3
NA,"Iroquois","NM09","1,3,2,0,4",1,3,2,0,4,"FI",0,0,0,NA,1,0,2
NA,"Iroquois","NM09","1,3,2,0,4",1,3,2,0,4,"AH",NA,NA,NA,NA,0,NA,0
NA,"Iroquois","NM09","1,3,2,0,4",1,3,2,0,4,"AG",NA,NA,NA,NA,NA,NA,4
141,"Hidatsa","NQ14","1,2,1,0,6",1,2,1,0,6,"GA",NA,NA,NA,NA,NA,NA,1
141,"Hidatsa","NQ14","1,2,1,0,6",1,2,1,0,6,"HU",2,2,2,5,1,1,2
141,"Hidatsa","NQ14","1,2,1,0,6",1,2,1,0,6,"FI",NA,NA,NA,NA,NA,NA,1
141,"Hidatsa","NQ14","1,2,1,0,6",1,2,1,0,6,"AH",NA,NA,NA,NA,NA,NA,0
141,"Hidatsa","NQ14","1,2,1,0,6",1,2,1,0,6,"AG",2,2.5,3,2,1,1,6
142,"Pawnee","NQ18","1,4,0,0,5",1,4,0,0,5,"GA",NA,NA,NA,NA,NA,NA,1
142,"Pawnee","NQ18","1,4,0,0,5",1,4,0,0,5,"HU",1,1,1,3,1,1,4
142,"Pawnee","NQ18","1,4,0,0,5",1,4,0,0,5,"FI",NA,NA,NA,NA,0,NA,0
142,"Pawnee","NQ18","1,4,0,0,5",1,4,0,0,5,"AH",NA,NA,NA,NA,0,NA,0
142,"Pawnee","NQ18","1,4,0,0,5",1,4,0,0,5,"AG",1,3,1,1,1,1,5
135,"Pomo","NS18","4,3,3,0,0",4,3,3,0,0,"GA",2,NA,NA,NA,1,1,4
135,"Pomo","NS18","4,3,3,0,0",4,3,3,0,0,"HU",1,2,NA,5,1,1,3
135,"Pomo","NS18","4,3,3,0,0",4,3,3,0,0,"FI",2,1,2,5,1,1,3
135,"Pomo","NS18","4,3,3,0,0",4,3,3,0,0,"AH",NA,NA,NA,NA,NA,NA,0
135,"Pomo","NS18","4,3,3,0,0",4,3,3,0,0,"AG",2,2,NA,3,1,1,0
136,"Yokuts","NS29","5,2,3,0,0",5,2,3,0,0,"GA",1,3,2,1,1,1,5
136,"Yokuts","NS29","5,2,3,0,0",5,2,3,0,0,"HU",1,3,1,5,1,1,2
136,"Yokuts","NS29","5,2,3,0,0",5,2,3,0,0,"FI",2,1.5,2,5,1,1,3
136,"Yokuts","NS29","5,2,3,0,0",5,2,3,0,0,"AH",NA,NA,NA,NA,NA,NA,0
136,"Yokuts","NS29","5,2,3,0,0",5,2,3,0,0,"AG",NA,NA,NA,NA,NA,NA,0
NA,"Hopi","NT09","1,1,0,1,7",1,1,0,1,7,"GA",NA,NA,NA,NA,NA,NA,1
NA,"Hopi","NT09","1,1,0,1,7",1,1,0,1,7,"HU",2,2,2,5,1,1,1
NA,"Hopi","NT09","1,1,0,1,7",1,1,0,1,7,"FI",NA,NA,NA,NA,0,NA,0
NA,"Hopi","NT09","1,1,0,1,7",1,1,0,1,7,"AH",2,2,NA,5,1,1,1
NA,"Hopi","NT09","1,1,0,1,7",1,1,0,1,7,"AG",1,2,2,3,1,1,7
154,"Popoluca","NU30","0,1,1,0,8",0,1,1,0,8,"GA",NA,NA,NA,NA,0,NA,0
154,"Popoluca","NU30","0,1,1,0,8",0,1,1,0,8,"HU",1,NA,NA,5,1,1,1
154,"Popoluca","NU30","0,1,1,0,8",0,1,1,0,8,"FI",NA,NA,NA,NA,NA,NA,1
154,"Popoluca","NU30","0,1,1,0,8",0,1,1,0,8,"AH",NA,NA,NA,NA,0,NA,0
154,"Popoluca","NU30","0,1,1,0,8",0,1,1,0,8,"AG",1,1.5,1,NA,1,1,8
NA,"Tarahumara","NU33","1,1,0,3,6",1,1,0,3,5,"GA",NA,NA,NA,NA,NA,NA,1
NA,"Tarahumara","NU33","1,1,0,3,6",1,1,0,3,5,"HU",NA,NA,NA,NA,NA,NA,1
NA,"Tarahumara","NU33","1,1,0,3,6",1,1,0,3,5,"FI",2,2,NA,4,1,1,0
NA,"Tarahumara","NU33","1,1,0,3,6",1,1,0,3,5,"AH",0,0,0,NA,1,0,3
NA,"Tarahumara","NU33","1,1,0,3,6",1,1,0,3,5,"AG",1,3,2,NA,1,1,5
NA,"Zapotec","NU44","0,0,1,1,8",0,0,1,1,8,"GA",NA,NA,NA,NA,0,NA,0
NA,"Zapotec","NU44","0,0,1,1,8",0,0,1,1,8,"HU",NA,NA,NA,NA,0,NA,0
NA,"Zapotec","NU44","0,0,1,1,8",0,0,1,1,8,"FI",NA,NA,NA,NA,NA,NA,1
NA,"Zapotec","NU44","0,0,1,1,8",0,0,1,1,8,"AH",1,1,4,5,1,1,1
NA,"Zapotec","NU44","0,0,1,1,8",0,0,1,1,8,"AG",2,2,2,NA,1,1,8
151,"O'odham","NU79","3,2,0,0,5",3,2,0,0,5,"GA",NA,NA,NA,NA,NA,NA,3
151,"O'odham","NU79","3,2,0,0,5",3,2,0,0,5,"HU",NA,NA,NA,NA,NA,NA,2
151,"O'odham","NU79","3,2,0,0,5",3,2,0,0,5,"FI",NA,NA,NA,NA,0,NA,0
151,"O'odham","NU79","3,2,0,0,5",3,2,0,0,5,"AH",NA,NA,NA,NA,0,NA,0
151,"O'odham","NU79","3,2,0,0,5",3,2,0,0,5,"AG",2,3,3,3,1,1,5
86,"Sama-Bajau","OA08","0,0,8,0,2",0,0,8,0,2,"GA",NA,NA,NA,NA,0,NA,0
86,"Sama-Bajau","OA08","0,0,8,0,2",0,0,8,0,2,"HU",NA,NA,NA,NA,0,NA,0
86,"Sama-Bajau","OA08","0,0,8,0,2",0,0,8,0,2,"FI",1,1,1,4,1,1,8
86,"Sama-Bajau","OA08","0,0,8,0,2",0,0,8,0,2,"AH",NA,NA,NA,NA,0,NA,0
86,"Sama-Bajau","OA08","0,0,8,0,2",0,0,8,0,2,"AG",1,1,1,1,1,1,2
112,"Ifugao","OA19","0,2,1,1,6",0,2,1,1,6,"GA",NA,NA,NA,NA,0,NA,0
112,"Ifugao","OA19","0,2,1,1,6",0,2,1,1,6,"HU",2,1.5,NA,NA,1,1,2
112,"Ifugao","OA19","0,2,1,1,6",0,2,1,1,6,"FI",NA,NA,NA,NA,NA,NA,1
112,"Ifugao","OA19","0,2,1,1,6",0,2,1,1,6,"AH",NA,NA,NA,NA,NA,NA,1
112,"Ifugao","OA19","0,2,1,1,6",0,2,1,1,6,"AG",2,2,2,5,1,1,6
85,"Iban","OC06","0,0,2,2,6",0,0,2,2,6,"GA",NA,NA,NA,NA,0,NA,0
85,"Iban","OC06","0,0,2,2,6",0,0,2,2,6,"HU",2,3,1,NA,1,1,0
85,"Iban","OC06","0,0,2,2,6",0,0,2,2,6,"FI",1,3,1,NA,1,1,2
85,"Iban","OC06","0,0,2,2,6",0,0,2,2,6,"AH",1,2,3,3,1,1,2
85,"Iban","OC06","0,0,2,2,6",0,0,2,2,6,"AG",1,1,1,3,1,1,6
83,"Javanese","OE05","0,0,1,2,7",0,0,1,2,7,"GA",NA,NA,NA,NA,0,NA,0
83,"Javanese","OE05","0,0,1,2,7",0,0,1,2,7,"HU",NA,NA,NA,NA,0,NA,0
83,"Javanese","OE05","0,0,1,2,7",0,0,1,2,7,"FI",NA,NA,NA,NA,NA,NA,1
83,"Javanese","OE05","0,0,1,2,7",0,0,1,2,7,"AH",1,1,1,5,1,1,2
83,"Javanese","OE05","0,0,1,2,7",0,0,1,2,7,"AG",1,2,3,3,1,1,7
84,"Balinese","OF07","0,0,1,3,6",0,0,1,3,6,"GA",NA,NA,NA,NA,0,NA,0
84,"Balinese","OF07","0,0,1,3,6",0,0,1,3,6,"HU",NA,NA,NA,NA,0,NA,0
84,"Balinese","OF07","0,0,1,3,6",0,0,1,3,6,"FI",NA,NA,NA,NA,NA,NA,1
84,"Balinese","OF07","0,0,1,3,6",0,0,1,3,6,"AH",NA,NA,NA,NA,NA,NA,3
84,"Balinese","OF07","0,0,1,3,6",0,0,1,3,6,"AG",2,3,3,3,1,1,6
87,"Eastern Toradja","OG11","0,2,0,2,6",0,2,0,2,6,"GA",NA,NA,NA,NA,0,NA,0
87,"Eastern Toradja","OG11","0,2,0,2,6",0,2,0,2,6,"HU",1,2,2,5,1,1,2
87,"Eastern Toradja","OG11","0,2,0,2,6",0,2,0,2,6,"FI",2,3,2,5,1,1,0
87,"Eastern Toradja","OG11","0,2,0,2,6",0,2,0,2,6,"AH",0,0,0,NA,1,0,2
87,"Eastern Toradja","OG11","0,2,0,2,6",0,2,0,2,6,"AG",2,2,2,3,1,1,6
91,"Aranda","OI08","6,4,0,0,0",6,4,0,0,0,"GA",2,1,3,NA,1,1,6
91,"Aranda","OI08","6,4,0,0,0",6,4,0,0,0,"HU",2,1,3,3,1,1,4
91,"Aranda","OI08","6,4,0,0,0",6,4,0,0,0,"FI",NA,NA,NA,NA,0,NA,0
91,"Aranda","OI08","6,4,0,0,0",6,4,0,0,0,"AH",NA,NA,NA,NA,0,NA,0
91,"Aranda","OI08","6,4,0,0,0",6,4,0,0,0,"AG",NA,NA,NA,NA,0,NA,0
90,"Tiwi","OI20","5,3,2,0,0",5,3,2,0,0,"GA",0,0,0,NA,1,0,5
90,"Tiwi","OI20","5,3,2,0,0",5,3,2,0,0,"HU",1,1,3,3,1,1,3
90,"Tiwi","OI20","5,3,2,0,0",5,3,2,0,0,"FI",0,0,0,NA,1,0,2
90,"Tiwi","OI20","5,3,2,0,0",5,3,2,0,0,"AH",NA,NA,NA,NA,0,NA,0
90,"Tiwi","OI20","5,3,2,0,0",5,3,2,0,0,"AG",NA,NA,NA,NA,0,NA,0
92,"Orokaiva","OJ23","1,.1,2,1,5",1,1,2,1,5,"GA",2,3,3,4,1,1,1
92,"Orokaiva","OJ23","1,.1,2,1,5",1,1,2,1,5,"HU",2,3,3,5,1,1,1
92,"Orokaiva","OJ23","1,.1,2,1,5",1,1,2,1,5,"FI",2,3,3,NA,1,1,2
92,"Orokaiva","OJ23","1,.1,2,1,5",1,1,2,1,5,"AH",NA,NA,NA,NA,NA,NA,1
92,"Orokaiva","OJ23","1,.1,2,1,5",1,1,2,1,5,"AG",1,3,1,NA,1,1,5
94,"Kapauku","OJ29","0,1,1,2,6",0,1,1,2,6,"GA",NA,NA,NA,NA,0,NA,0
94,"Kapauku","OJ29","0,1,1,2,6",0,1,1,2,6,"HU",NA,NA,NA,NA,NA,NA,1
94,"Kapauku","OJ29","0,1,1,2,6",0,1,1,2,6,"FI",2,1,3,5,1,1,1
94,"Kapauku","OJ29","0,1,1,2,6",0,1,1,2,6,"AH",1,2,1,NA,1,1,2
